0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
-1474.0311731676118,-654.0887039103168,-2223.260384364165,8565.061431125972,-361.5181568308332,-13608.182172488554,4505.528485703808,12558.070670379351,7026.494217518372,-6523.723191182628,-2636.33680579795,-2595.686162923751,-5120.650725011695,-15710.005772094843,4475.8633583668825,268.1398566224446,-3432.673052521581,3783.5575051152578,-11695.374493158917,-2040.6959977578606,-8104.0466399009165,4725.087255382883,-15740.021006588186,494.5162173678781,11857.978010945213,-1473.1328000391907
1042.289198306679,3250.5721384235744,343.29891771451264,13691.768720424987,-1400.8644367124568,6983.01603211127,-21977.89012802455,-8471.733508439136,5371.3071560193075,-13897.061722012515,-6665.959181377018,-8495.52309982938,5307.962695289345,-9944.636056342444,-8514.808389347125,-9302.405743415356,-10050.947929337015,-5644.789566642622,14740.879417416249,5201.786189561415,-47.24544228796521,-7884.162762464153,8480.797180558739,224.25628514670623,604.5152259128178,19283.465382306054
-1201.29038418771,-960.6223905893011,196.15879917819822,15439.606393537917,2474.995809556531,-9810.663757511282,7225.571264259626,-488.5621530357926,5823.521030398548,-3775.1933638038076,560.3932739345756,-4432.515323520343,8336.854371043644,-7641.552127669814,24469.80214047691,-7027.06949679093,-4886.025255377201,-1819.8854051683243,8682.192592941514,-10083.919085065116,-9042.147361350748,1664.9263990117354,-2188.0190452472452,4222.291149321203,4099.5385010382215,-7767.884147021558
-1801.5680335924696,-3350.8995899937613,-4189.630087678376,-3575.816960987861,-1579.429263967081,-8046.205343360096,-24575.02233990307,4391.383834514647,5452.485352689795,19566.38612282163,-2479.444680726892,-561.8208840505545,-12164.349309947796,-6799.360037988296,-1626.3154474367313,1830.5870479351493,11792.143194264825,-8069.160219317272,595.0248937757115,-8719.81272444718,573.1763917382781,13148.004272318532,-4443.692391664361,5352.703092576078,-5898.780945994338,-11750.071512141729
1107.3142471222452,725.6243404638349,2802.7333634239912,1308.7313923616862,-14809.018173139246,-19808.38670062769,9527.714997310435,-9142.12771426654,6981.901001435471,-18857.060485457758,5330.430993429544,-5423.235329937886,4940.661194377353,6680.253366144382,-18045.897615178885,3780.8084539151832,6600.643766579962,16916.692962336125,-7327.033767928278,11003.403992589627,-9016.618700025507,-16093.408892248466,6634.731451297633,-4459.460446345366,-21066.053602388773,-4515.595744939817
856.297518694507,-2141.817126916572,-1206.6891445782219,-13892.629301154884,8609.557675892976,-3069.321409810477,1432.1112816819343,6927.515980457122,8281.92831531676,-9843.908339841775,4323.948315318526,21327.492576570432,-3722.298704526568,-36.64877533180178,3616.6902521387156,12617.091599707052,7525.586217298615,-8771.443015332636,-10840.785608384,4828.074537625259,8890.023358327133,-609.7506071843311,-2127.1863200535863,-7137.80856017958,6281.592332772209,24951.603643100305
414.9196278184904,6978.143705185506,-2511.6467679481857,-17027.494868661528,-8823.443415903592,8210.21088488528,-10746.352880691105,13119.026639348534,-15651.163062058615,-1800.0833788623838,-12837.527591299218,-7391.786361698354,9262.158805308174,-17451.943441275183,-21171.27285303115,22096.15391752164,-2260.764607210066,7883.324222538949,-18447.5352740053,6821.911435335689,-4374.5500435199865,-20389.843306994415,4574.963260479059,7969.1784688149255,-1083.7176458894749,20898.169052145935
-1827.6293647990872,1280.0916004100616,346.32604695832424,4894.078293084371,2597.9236135017604,16855.981692728288,6894.373459160396,4912.3999034355,-12483.20726347109,14631.517874389265,-6869.941408816572,-6156.544312438439,-5812.158717004395,13283.41983022016,-13936.930629750812,-1148.2639053138012,-14783.498079589473,-8716.860398383404,-2579.95467711413,-3357.0295748844674,-15483.216669284613,2975.441054534171,5063.420890290385,12209.665112347997,-10470.382499346371,14487.156834590707
477.4875054894589,308.69343908527753,693.2453293018319,-11665.270957160104,-10102.026593917202,12447.62060305739,375.06632145828075,12349.631421999282,91.45972959477591,-6546.8851289119975,-1560.6127602921595,-585.7306638346362,-2028.2134237857863,-6030.2004518708945,12695.787267741063,-17346.04893406322,-8279.219434350905,2005.8145030980147,-3698.918339735719,3429.1723302511555,-3743.2290974844973,-2127.0817960879363,-571.2049121109023,-4103.197028160614,5090.439662903353,9018.171382048777
-2330.877778526523,566.650164526066,-869.2683586064938,-5365.404222825834,10631.443932605962,-1636.7269523795574,-11842.4844097494,-5967.504619995528,-3161.8321145876735,-4151.777310426602,-10986.653705799848,2706.078015822247,1036.8468787466954,-3202.972169234565,-4320.581375888421,5996.654619045219,-1559.8666368171707,3303.646510493566,-21916.64077125334,-4454.2878643000395,-10094.491703803536,11285.76129973345,13693.128917930804,-6037.9787723725785,-11259.32053509679,-3542.7735700428893
-2346.5430848626074,10853.982440262553,-2409.1254244578727,13496.762840990525,3653.7372673943623,-2023.836775059289,3399.5439802629753,4651.611236855861,9477.905661720795,-1768.665456038769,-13270.645810280592,-16724.590158769253,437.6084375529768,-12542.863804818233,-6875.878595110249,11813.466147155874,10877.561606934363,-6673.814344073538,-110.57331102156142,-14638.354543149091,-10387.154936449326,7723.417782260061,-11249.854183332429,-5260.053033779857,10333.776184157843,-2697.376127627214
2105.049587154208,-2912.904536216834,597.5599789442101,5904.291830200949,-1958.0631957806668,3865.761514634812,-424.97297832047616,2646.9691330322726,-4113.78349659439,-6602.208448511722,10083.811323953909,313.8591999458928,-14710.789917359372,13243.416595514429,6844.327798608007,-5789.699365310994,-13219.23344007023,-3498.2518923776447,1733.4901500605317,-13773.973319291086,15093.845412180872,-7105.100310460961,6206.178314516946,-13583.411948402456,-2520.4519051784964,-5513.224634467267
1475.902522763287,2355.9319520695644,-79.14798272098281,-8660.932026139326,8993.5499071619,12822.192624522071,-2894.8087572419913,-4626.774003370646,-11565.943150016796,-12631.122998991505,-3355.3964522144393,8674.445891893025,-5273.33059190113,-1101.2950538669613,-10438.309285554538,6313.972291666243,-27830.597635704828,7715.438053804726,-7651.579045573637,4287.495389856788,6332.735887194249,-6778.166641818792,-7405.671366212956,4479.703579206833,-6391.8063454003595,-1920.0366845159
-2067.8562771300567,-5231.171881431931,589.1521567382636,3793.303179251046,5706.871467610465,-5902.089574976981,15931.16987097922,13616.858617113985,-5859.332388942808,-16334.348013166738,2381.0705971421708,7564.757706960899,-15885.379797530324,7490.097796154827,2704.0613708429987,7623.67249857175,-17967.307277198244,-1216.0453887348674,12629.259801891667,-9075.872093495813,-10158.119210165327,16018.719517087566,4969.557788676746,-22001.721460083936,-5271.784287136214,2495.7175054052987
1800.0819903732627,2265.8563132315253,807.267134108537,-6771.48390013731,8067.549996860622,13904.83277903922,11167.645164137673,-4057.8341422552844,5002.028888201311,-8770.073491795903,1972.8140732850088,-7697.5058654837685,-7507.118776990571,-13409.336280292497,10086.83805204729,-7525.1569894918075,-17043.099174666175,-3066.7474069861314,-7582.215316233038,-9903.349710166605,6055.192074165304,6859.090853928348,4901.051089429804,-18764.15089267386,-20880.20692243248,-1051.8982046476658
-262.6528067506866,-1317.68444774281,-333.82560078093445,338.9788384997252,20216.99580249082,-3804.4380798658235,17616.799515101447,443.1798774767414,-13829.386759500077,17843.35511052818,1805.284654755899,1377.7197738455864,-13483.57705592404,1180.8020143378253,-6497.4895428892405,-302.9184726935263,8600.807747487721,-6064.982839021995,-23284.26518641774,-881.9614929055102,13138.184780334665,753.0485387188638,18665.607517134013,-2308.310552180181,5100.855511665546,-10674.251954975409
1399.9701436599912,-806.5850226354094,2264.847457479122,2963.169639111974,-7753.380539090768,-2273.1259513266477,13051.27622059118,6992.755322007538,14202.052792901028,-16929.168332224202,6347.9502447673,12944.123645092539,-4942.815569018598,-3341.948286319617,12688.882646124832,7279.751025269224,17044.977955965216,-4167.115136107901,-21186.064429335314,-2669.264425108004,4295.3954002783175,-6703.673473029135,5714.632785400688,11914.898725679774,8732.966012262095,16970.296318817087
1197.8571087543453,-1876.10291803145,2755.6681331156333,8575.81403962336,3734.2093775299745,-4256.275667498538,7775.395932700162,-15417.12632626696,3596.1921833342967,2378.458607081484,7315.7591132573425,7642.2734015315955,6628.012788851379,-15434.439743290404,23144.435333939164,-22591.56480508523,89.57571936380322,8715.237847023478,-8076.3716059171575,-536.4004418793543,5453.6561541487945,-2612.616388751752,-8428.186827597516,-618.7968029833079,-7358.257788636925,5880.506475905019
-28.059424110227706,1850.8097355250156,730.1344468417662,6270.862131180774,5221.631034403446,-11101.617577872252,12535.418351484634,-7175.618753056401,1647.2439795697428,-9196.65234333836,2437.547895288564,-20470.662970068657,-541.6759166043163,-1484.8880156232685,-4274.9501155478065,-11799.127344551162,3911.8898912943946,4425.234900704293,-22646.82622145625,4924.358657782217,-3513.6578117950144,-4615.7520312300785,-29870.792515529607,-1828.3748608208557,2297.7643346728637,-432.41110364584586
-1167.4060987594692,5069.696945518838,-293.0449257200962,-6434.3531585682385,7638.422734430971,-5517.316134573275,-5044.444190232956,-9719.236311439498,-6884.644998976434,22035.9870935937,-10438.322220773225,-21193.92999071646,332.33357041515967,3975.8823416747937,507.558182827804,-3014.961951005213,8776.017523212953,-12820.382369429128,2691.867945647007,17717.718782726482,-6738.78698486517,-4340.622473840195,1297.6895325928133,2745.3931318165164,132.03286477506052,837.6731037198475
